dataset_name,path,image,question_1,answer_1,question_2,answer_2,question_3,answer_3
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-gl_0257.jpg,Te-gl_0257.jpg,Does this MRI image show a tumor?,A tumor is visible in the image.,Identify the tumor type in this scan.,The tumor is glioma.,What kind of image view is this?,Sagittal slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-gl_0258.jpg,Te-gl_0258.jpg,Is there any abnormal growth in this MRI?,"Certainly, a tumor exists.",Can you tell the type of tumor shown?,It is a glioma.,Which anatomical plane is used?,This is a sagittal view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-gl_0259.jpg,Te-gl_0259.jpg,Can a tumor be observed in the image?,"Yes, tumor identified.",Specify the tumor type visible here.,It is a glioma.,What image type is displayed here?,Scan is from sagittal direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-gl_0260.jpg,Te-gl_0260.jpg,Does this brain image contain a tumor?,"Yes, tumor identified.",What is the detected tumor type?,Detected tumor: glioma.,What is the imaging perspective?,The image is sagittal.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-gl_0261.jpg,Te-gl_0261.jpg,Is this an example of a tumorous brain scan?,"Certainly, a tumor exists.",Specify the tumor type visible here.,This is classified as a glioma.,In which direction is this MRI taken?,The image is sagittal.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-gl_0262.jpg,Te-gl_0262.jpg,Does this brain image contain a tumor?,"Yes, this is a positive case for tumor.",What is the detected tumor type?,This scan has glioma type.,What image type is displayed here?,Sagittal plane is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-gl_0263.jpg,Te-gl_0263.jpg,Does this MRI image show a tumor?,"Confirmed, tumor is present.",What specific tumor is present here?,This scan has glioma type.,Identify the image orientation.,View type: sagittal.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-gl_0264.jpg,Te-gl_0264.jpg,Does this MRI image show a tumor?,A tumor can be seen clearly.,What is the classification of this tumor?,The tumor is glioma.,What image type is displayed here?,Scan is from sagittal direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-gl_0265.jpg,Te-gl_0265.jpg,Is this an example of a tumorous brain scan?,"Certainly, a tumor exists.",What tumor subtype is this?,The tumor is glioma.,Which anatomical plane is used?,Sagittal type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-gl_0266.jpg,Te-gl_0266.jpg,Can a tumor be observed in the image?,"Yes, a tumor is present.",What tumor subtype is this?,Glioma is the tumor type here.,Can you name the scan view type?,This scan uses sagittal plane.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-gl_0267.jpg,Te-gl_0267.jpg,Is a tumor present in the scan provided?,"Yes, tumor identified.",Can you tell the type of tumor shown?,Glioma is the tumor type here.,Which anatomical plane is used?,Sagittal slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-gl_0268.jpg,Te-gl_0268.jpg,Does this MRI image show a tumor?,"Certainly, a tumor exists.",What is the classification of this tumor?,Type of tumor: glioma.,What image type is displayed here?,The image is sagittal.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-gl_0269.jpg,Te-gl_0269.jpg,Is a tumor present in the scan provided?,"Yes, abnormal tissue is seen.",What is the detected tumor type?,Glioma is the tumor type here.,Can you name the scan view type?,The image is sagittal.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-gl_0270.jpg,Te-gl_0270.jpg,Can you detect any tumor in this image?,A tumor is visible in the image.,Specify the tumor type visible here.,Glioma is the tumor type here.,What kind of image view is this?,This is a sagittal view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-gl_0271.jpg,Te-gl_0271.jpg,Is the scan indicating the presence of a tumor?,"Yes, a tumor is present.",What does the scan indicate as tumor type?,Glioma is the tumor type here.,What kind of image view is this?,Scan is from sagittal direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-gl_0272.jpg,Te-gl_0272.jpg,Does this brain image contain a tumor?,"Yes, it looks like there is a tumor.",Which tumor type does this image show?,Glioma tumor is shown here.,Can you name the scan view type?,Orientation: sagittal.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-gl_0273.jpg,Te-gl_0273.jpg,Is the scan indicating the presence of a tumor?,"Yes, this is a positive case for tumor.",What specific tumor is present here?,This image displays a glioma tumor.,Can you name the scan view type?,This scan uses sagittal plane.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-gl_0274.jpg,Te-gl_0274.jpg,Is the scan indicating the presence of a tumor?,"Yes, this is a positive case for tumor.",Specify the tumor type visible here.,Detected tumor: glioma.,In which direction is this MRI taken?,This is a sagittal view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-gl_0275.jpg,Te-gl_0275.jpg,Does this brain image contain a tumor?,A tumor can be seen clearly.,What is the detected tumor type?,Detected tumor: glioma.,What's the viewing angle here?,Sagittal slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-gl_0276.jpg,Te-gl_0276.jpg,Can you detect any tumor in this image?,"Yes, tumor identified.",What specific tumor is present here?,It is a glioma.,What kind of image view is this?,Sagittal slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-gl_0277.jpg,Te-gl_0277.jpg,Is this an example of a tumorous brain scan?,"Yes, abnormal tissue is seen.",Specify the tumor type visible here.,It is a glioma.,Which anatomical plane is used?,This scan uses sagittal plane.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-gl_0278.jpg,Te-gl_0278.jpg,Does this brain image contain a tumor?,"Confirmed, tumor is present.",What does the scan indicate as tumor type?,This is classified as a glioma.,Can you name the scan view type?,Sagittal perspective image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-gl_0279.jpg,Te-gl_0279.jpg,Is the scan indicating the presence of a tumor?,"Yes, a tumor is present.",What is the detected tumor type?,It is a glioma.,In which direction is this MRI taken?,Sagittal perspective image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-gl_0280.jpg,Te-gl_0280.jpg,Can a tumor be observed in the image?,"Confirmed, tumor is present.",Specify the tumor type visible here.,Glioma tumor is shown here.,What image type is displayed here?,This is a sagittal view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-gl_0281.jpg,Te-gl_0281.jpg,Is the scan indicating the presence of a tumor?,"Yes, this is a positive case for tumor.",Can you tell the type of tumor shown?,A glioma is present in this scan.,Which anatomical plane is used?,This is a sagittal view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-gl_0282.jpg,Te-gl_0282.jpg,Does this brain image contain a tumor?,"Confirmed, tumor is present.",Specify the tumor type visible here.,Detected tumor: glioma.,Which plane is shown in the image?,Sagittal type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-gl_0283.jpg,Te-gl_0283.jpg,Does this MRI image show a tumor?,"Indeed, the scan shows a tumor.",What is the detected tumor type?,The tumor is glioma.,What kind of image view is this?,This is a sagittal view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-gl_0284.jpg,Te-gl_0284.jpg,Does this MRI show signs of a tumor?,"Yes, a tumor is present.",What is the classification of this tumor?,The tumor is glioma.,What is the imaging perspective?,Scan is from sagittal direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-gl_0285.jpg,Te-gl_0285.jpg,Is there any abnormal growth in this MRI?,"Certainly, a tumor exists.",Identify the tumor type in this scan.,Glioma tumor is shown here.,Which anatomical plane is used?,Sagittal slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-gl_0286.jpg,Te-gl_0286.jpg,Is there a tumor visible in this scan?,"Yes, a tumor is present.",What kind of tumor is present in the image?,This scan has glioma type.,What's the viewing angle here?,This scan uses axial plane.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-gl_0287.jpg,Te-gl_0287.jpg,Can a tumor be observed in the image?,"Yes, this is a positive case for tumor.",What is the classification of this tumor?,This is classified as a glioma.,What kind of image view is this?,Axial type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-gl_0288.jpg,Te-gl_0288.jpg,Does this MRI show signs of a tumor?,"Certainly, a tumor exists.",What kind of tumor is present in the image?,It is a glioma.,Identify the image orientation.,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-gl_0289.jpg,Te-gl_0289.jpg,Is there any abnormal growth in this MRI?,"Yes, a tumor is present.",What is the detected tumor type?,This scan has glioma type.,Can you name the scan view type?,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-gl_0290.jpg,Te-gl_0290.jpg,Does this MRI image show a tumor?,"Indeed, the scan shows a tumor.",Which tumor type does this image show?,This is classified as a glioma.,What is the view type of this image?,The image is axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-gl_0291.jpg,Te-gl_0291.jpg,Is a tumor present in the scan provided?,"Yes, it looks like there is a tumor.",What specific tumor is present here?,This is classified as a glioma.,Which anatomical plane is used?,Axial perspective image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-gl_0292.jpg,Te-gl_0292.jpg,Can a tumor be observed in the image?,"Yes, this is a positive case for tumor.",Identify the tumor type in this scan.,A glioma is present in this scan.,What is the view type of this image?,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-gl_0293.jpg,Te-gl_0293.jpg,Does this MRI image show a tumor?,"Confirmed, tumor is present.",What does the scan indicate as tumor type?,Detected tumor: glioma.,What is the view type of this image?,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-gl_0294.jpg,Te-gl_0294.jpg,Is there a tumor visible in this scan?,"Indeed, the scan shows a tumor.",Can you tell the type of tumor shown?,Detected tumor: glioma.,What is the imaging perspective?,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-gl_0295.jpg,Te-gl_0295.jpg,Can you detect any tumor in this image?,"Yes, it looks like there is a tumor.",What does the scan indicate as tumor type?,A glioma is present in this scan.,Which plane is shown in the image?,Orientation: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-gl_0296.jpg,Te-gl_0296.jpg,Is this an example of a tumorous brain scan?,"Yes, abnormal tissue is seen.",What is the detected tumor type?,It is a glioma.,Which anatomical plane is used?,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-gl_0297.jpg,Te-gl_0297.jpg,Does this brain image contain a tumor?,"Indeed, the scan shows a tumor.",Specify the tumor type visible here.,This image displays a glioma tumor.,What kind of image view is this?,Scan is from axial direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-gl_0298.jpg,Te-gl_0298.jpg,Is there any abnormal growth in this MRI?,"Confirmed, tumor is present.",Which tumor type does this image show?,A glioma is present in this scan.,What is the imaging perspective?,Orientation: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-gl_0299.jpg,Te-gl_0299.jpg,Is this an example of a tumorous brain scan?,A tumor is visible in the image.,What is the detected tumor type?,Glioma is the tumor type here.,What is the view type of this image?,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-glTr_0000.jpg,Te-glTr_0000.jpg,Is the scan indicating the presence of a tumor?,"Confirmed, tumor is present.",What tumor subtype is this?,A glioma is present in this scan.,In which direction is this MRI taken?,Scan is from axial direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-glTr_0001.jpg,Te-glTr_0001.jpg,Is this an example of a tumorous brain scan?,"Yes, tumor identified.",What is the classification of this tumor?,It is a glioma.,In which direction is this MRI taken?,Axial plane is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-glTr_0002.jpg,Te-glTr_0002.jpg,Does this MRI show signs of a tumor?,A tumor is visible in the image.,What is the classification of this tumor?,A glioma is present in this scan.,What kind of image view is this?,Axial type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-glTr_0003.jpg,Te-glTr_0003.jpg,Is there a tumor visible in this scan?,"Yes, abnormal tissue is seen.",What is the detected tumor type?,This is classified as a glioma.,What's the viewing angle here?,The image is axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-glTr_0004.jpg,Te-glTr_0004.jpg,Is this an example of a tumorous brain scan?,"Yes, a tumor is present.",Identify the tumor type in this scan.,This is classified as a glioma.,Which anatomical plane is used?,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-glTr_0005.jpg,Te-glTr_0005.jpg,Is the scan indicating the presence of a tumor?,"Confirmed, tumor is present.",What kind of tumor is present in the image?,It is a glioma.,Which anatomical plane is used?,The image is axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-glTr_0006.jpg,Te-glTr_0006.jpg,Does this MRI show signs of a tumor?,"Yes, this is a positive case for tumor.",Which tumor type does this image show?,This is classified as a glioma.,What's the viewing angle here?,Axial perspective image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-glTr_0007.jpg,Te-glTr_0007.jpg,Does this MRI show signs of a tumor?,"Yes, it looks like there is a tumor.",What specific tumor is present here?,Glioma is the tumor type here.,Identify the image orientation.,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-glTr_0008.jpg,Te-glTr_0008.jpg,Does this MRI show signs of a tumor?,"Yes, it looks like there is a tumor.",What tumor subtype is this?,The tumor is glioma.,What is the imaging perspective?,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/glioma/Te-glTr_0009.jpg,Te-glTr_0009.jpg,Does this brain image contain a tumor?,"Certainly, a tumor exists.",What tumor subtype is this?,This scan has glioma type.,What is the imaging perspective?,Axial perspective image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0010.jpg,Te-me_0010.jpg,Is a tumor present in the scan provided?,"Indeed, the scan shows a tumor.",Identify the tumor type in this scan.,This image displays a meningioma tumor.,Identify the image orientation.,Axial type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0011.jpg,Te-me_0011.jpg,Is the scan indicating the presence of a tumor?,"Yes, it looks like there is a tumor.",What is the classification of this tumor?,This scan has meningioma type.,What kind of image view is this?,This scan uses axial plane.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0012.jpg,Te-me_0012.jpg,Is the scan indicating the presence of a tumor?,"Yes, tumor identified.",What does the scan indicate as tumor type?,Meningioma tumor is shown here.,What is the view type of this image?,This scan uses axial plane.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0013.jpg,Te-me_0013.jpg,Can you detect any tumor in this image?,"Yes, a tumor is present.",What is the detected tumor type?,This image displays a meningioma tumor.,Which anatomical plane is used?,Scan is from axial direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0014.jpg,Te-me_0014.jpg,Can you detect any tumor in this image?,A tumor can be seen clearly.,Which tumor type does this image show?,The tumor is meningioma.,What's the viewing angle here?,Coronal slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0015.jpg,Te-me_0015.jpg,Is this an example of a tumorous brain scan?,"Certainly, a tumor exists.",What tumor subtype is this?,Detected tumor: meningioma.,Which anatomical plane is used?,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0016.jpg,Te-me_0016.jpg,Does this MRI image show a tumor?,"Certainly, a tumor exists.",Can you tell the type of tumor shown?,This image displays a meningioma tumor.,What image type is displayed here?,Coronal type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0017.jpg,Te-me_0017.jpg,Is this an example of a tumorous brain scan?,"Yes, it looks like there is a tumor.",What specific tumor is present here?,This image displays a meningioma tumor.,Which anatomical plane is used?,The image is axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0018.jpg,Te-me_0018.jpg,Is a tumor present in the scan provided?,"Yes, tumor identified.",What is the detected tumor type?,Meningioma is the tumor type here.,What kind of image view is this?,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0019.jpg,Te-me_0019.jpg,Does this brain image contain a tumor?,A tumor can be seen clearly.,Can you tell the type of tumor shown?,Type of tumor: meningioma.,What is the imaging perspective?,Axial slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0020.jpg,Te-me_0020.jpg,Can a tumor be observed in the image?,A tumor can be seen clearly.,What is the detected tumor type?,The tumor is meningioma.,Can you name the scan view type?,The image is coronal.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0021.jpg,Te-me_0021.jpg,Is there any abnormal growth in this MRI?,"Yes, abnormal tissue is seen.",Can you tell the type of tumor shown?,Detected tumor: meningioma.,In which direction is this MRI taken?,This scan uses coronal plane.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0022.jpg,Te-me_0022.jpg,Can a tumor be observed in the image?,"Yes, it looks like there is a tumor.",What tumor subtype is this?,The tumor is meningioma.,Which plane is shown in the image?,Orientation: coronal.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0023.jpg,Te-me_0023.jpg,Is there a tumor visible in this scan?,"Yes, it looks like there is a tumor.",What is the detected tumor type?,This image displays a meningioma tumor.,Identify the image orientation.,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0024.jpg,Te-me_0024.jpg,Can a tumor be observed in the image?,"Yes, this is a positive case for tumor.",Specify the tumor type visible here.,It is a meningioma.,Which plane is shown in the image?,Sagittal plane is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0025.jpg,Te-me_0025.jpg,Does this brain image contain a tumor?,"Yes, this is a positive case for tumor.",What tumor subtype is this?,Type of tumor: meningioma.,Which anatomical plane is used?,Scan is from axial direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0026.jpg,Te-me_0026.jpg,Does this MRI image show a tumor?,"Certainly, a tumor exists.",What is the detected tumor type?,This scan has meningioma type.,What kind of image view is this?,Orientation: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0027.jpg,Te-me_0027.jpg,Does this MRI show signs of a tumor?,"Confirmed, tumor is present.",What tumor subtype is this?,This image displays a meningioma tumor.,What is the imaging perspective?,Axial type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0028.jpg,Te-me_0028.jpg,Is a tumor present in the scan provided?,A tumor can be seen clearly.,What is the classification of this tumor?,It is a meningioma.,What's the viewing angle here?,Scan is from coronal direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0029.jpg,Te-me_0029.jpg,Is the scan indicating the presence of a tumor?,"Yes, a tumor is present.",What does the scan indicate as tumor type?,The tumor is meningioma.,What is the imaging perspective?,The image is axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0030.jpg,Te-me_0030.jpg,Does this brain image contain a tumor?,"Yes, a tumor is present.",Which tumor type does this image show?,A meningioma is present in this scan.,What is the imaging perspective?,Orientation: sagittal.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0031.jpg,Te-me_0031.jpg,Is a tumor present in the scan provided?,"Yes, a tumor is present.",What specific tumor is present here?,Detected tumor: meningioma.,Which plane is shown in the image?,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0032.jpg,Te-me_0032.jpg,Does this MRI image show a tumor?,"Yes, tumor identified.",Identify the tumor type in this scan.,Type of tumor: meningioma.,Which plane is shown in the image?,Orientation: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0033.jpg,Te-me_0033.jpg,Does this MRI show signs of a tumor?,A tumor can be seen clearly.,Specify the tumor type visible here.,This scan has meningioma type.,Can you name the scan view type?,This scan uses axial plane.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0034.jpg,Te-me_0034.jpg,Does this MRI image show a tumor?,"Yes, abnormal tissue is seen.",What is the classification of this tumor?,This image displays a meningioma tumor.,What is the view type of this image?,Orientation: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0035.jpg,Te-me_0035.jpg,Is there any abnormal growth in this MRI?,A tumor can be seen clearly.,What does the scan indicate as tumor type?,The tumor is meningioma.,In which direction is this MRI taken?,This scan uses axial plane.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0036.jpg,Te-me_0036.jpg,Does this MRI image show a tumor?,A tumor is visible in the image.,Which tumor type does this image show?,Detected tumor: meningioma.,What image type is displayed here?,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0037.jpg,Te-me_0037.jpg,Is the scan indicating the presence of a tumor?,"Yes, tumor identified.",What is the detected tumor type?,Meningioma is the tumor type here.,What's the viewing angle here?,This scan uses axial plane.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0038.jpg,Te-me_0038.jpg,Can a tumor be observed in the image?,"Yes, abnormal tissue is seen.",Specify the tumor type visible here.,This scan has meningioma type.,What image type is displayed here?,Axial perspective image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0039.jpg,Te-me_0039.jpg,Does this MRI show signs of a tumor?,"Yes, it looks like there is a tumor.",What is the detected tumor type?,This scan has meningioma type.,What is the view type of this image?,This scan uses sagittal plane.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0040.jpg,Te-me_0040.jpg,Does this brain image contain a tumor?,"Yes, a tumor is present.",What kind of tumor is present in the image?,It is a meningioma.,Which anatomical plane is used?,Scan is from axial direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0041.jpg,Te-me_0041.jpg,Is this an example of a tumorous brain scan?,"Yes, abnormal tissue is seen.",What is the detected tumor type?,The tumor is meningioma.,What image type is displayed here?,This is a coronal view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0042.jpg,Te-me_0042.jpg,Is there any abnormal growth in this MRI?,"Yes, tumor identified.",Identify the tumor type in this scan.,This is classified as a meningioma.,What's the viewing angle here?,This is a coronal view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0043.jpg,Te-me_0043.jpg,Is there any abnormal growth in this MRI?,A tumor can be seen clearly.,What kind of tumor is present in the image?,This scan has meningioma type.,What is the imaging perspective?,Sagittal type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0044.jpg,Te-me_0044.jpg,Is this an example of a tumorous brain scan?,"Yes, a tumor is present.",What specific tumor is present here?,Meningioma tumor is shown here.,What's the viewing angle here?,Sagittal plane is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0045.jpg,Te-me_0045.jpg,Does this MRI show signs of a tumor?,"Yes, tumor identified.",What kind of tumor is present in the image?,A meningioma is present in this scan.,Can you name the scan view type?,This is a sagittal view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0046.jpg,Te-me_0046.jpg,Is there a tumor visible in this scan?,"Certainly, a tumor exists.",What tumor subtype is this?,This image displays a meningioma tumor.,What is the view type of this image?,Scan is from coronal direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0047.jpg,Te-me_0047.jpg,Does this MRI image show a tumor?,"Yes, abnormal tissue is seen.",What is the classification of this tumor?,This is classified as a meningioma.,What's the viewing angle here?,Orientation: sagittal.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0048.jpg,Te-me_0048.jpg,Is the scan indicating the presence of a tumor?,A tumor is visible in the image.,What specific tumor is present here?,Meningioma is the tumor type here.,What kind of image view is this?,Orientation: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0049.jpg,Te-me_0049.jpg,Is there a tumor visible in this scan?,"Yes, tumor identified.",Identify the tumor type in this scan.,This image displays a meningioma tumor.,What's the viewing angle here?,Coronal type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0050.jpg,Te-me_0050.jpg,Is this an example of a tumorous brain scan?,"Certainly, a tumor exists.",What is the classification of this tumor?,Detected tumor: meningioma.,Identify the image orientation.,Scan is from coronal direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0051.jpg,Te-me_0051.jpg,Can you detect any tumor in this image?,A tumor can be seen clearly.,What specific tumor is present here?,Meningioma is the tumor type here.,What image type is displayed here?,Coronal type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0052.jpg,Te-me_0052.jpg,Is there a tumor visible in this scan?,"Yes, a tumor is present.",Specify the tumor type visible here.,Meningioma is the tumor type here.,Can you name the scan view type?,View type: coronal.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0053.jpg,Te-me_0053.jpg,Is there a tumor visible in this scan?,"Yes, a tumor is present.",Which tumor type does this image show?,Meningioma is the tumor type here.,Which anatomical plane is used?,This is a sagittal view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0054.jpg,Te-me_0054.jpg,Does this MRI show signs of a tumor?,A tumor is visible in the image.,What tumor subtype is this?,A meningioma is present in this scan.,What's the viewing angle here?,View type: coronal.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0055.jpg,Te-me_0055.jpg,Does this MRI show signs of a tumor?,"Yes, tumor identified.",What specific tumor is present here?,A meningioma is present in this scan.,What image type is displayed here?,Sagittal perspective image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0056.jpg,Te-me_0056.jpg,Does this MRI show signs of a tumor?,A tumor is visible in the image.,What is the classification of this tumor?,A meningioma is present in this scan.,What's the viewing angle here?,Sagittal slice is shown.
