dataset_name,path,image,question,answer,type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0167.jpg,Te-me_0167.jpg,What kind of tumor is present in the image?,This image displays a meningioma tumor.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0168.jpg,Te-me_0168.jpg,Specify the tumor type visible here.,This scan has meningioma type.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0169.jpg,Te-me_0169.jpg,Which tumor type does this image show?,This is classified as a meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0170.jpg,Te-me_0170.jpg,Specify the tumor type visible here.,This is classified as a meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0171.jpg,Te-me_0171.jpg,Specify the tumor type visible here.,A meningioma is present in this scan.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0172.jpg,Te-me_0172.jpg,Which tumor type does this image show?,Detected tumor: meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0173.jpg,Te-me_0173.jpg,What is the detected tumor type?,Meningioma tumor is shown here.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0174.jpg,Te-me_0174.jpg,What is the detected tumor type?,A meningioma is present in this scan.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0175.jpg,Te-me_0175.jpg,What kind of tumor is present in the image?,This image displays a meningioma tumor.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0176.jpg,Te-me_0176.jpg,Identify the tumor type in this scan.,Meningioma tumor is shown here.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0177.jpg,Te-me_0177.jpg,Which tumor type does this image show?,Type of tumor: meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0178.jpg,Te-me_0178.jpg,What is the classification of this tumor?,A meningioma is present in this scan.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0179.jpg,Te-me_0179.jpg,What tumor subtype is this?,This image displays a meningioma tumor.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0180.jpg,Te-me_0180.jpg,What kind of tumor is present in the image?,This image displays a meningioma tumor.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0181.jpg,Te-me_0181.jpg,What does the scan indicate as tumor type?,This image displays a meningioma tumor.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0182.jpg,Te-me_0182.jpg,What does the scan indicate as tumor type?,It is a meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0183.jpg,Te-me_0183.jpg,Can you tell the type of tumor shown?,The tumor is meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0184.jpg,Te-me_0184.jpg,What specific tumor is present here?,This scan has meningioma type.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0185.jpg,Te-me_0185.jpg,What tumor subtype is this?,It is a meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0186.jpg,Te-me_0186.jpg,What tumor subtype is this?,Meningioma is the tumor type here.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0187.jpg,Te-me_0187.jpg,What tumor subtype is this?,Meningioma is the tumor type here.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0188.jpg,Te-me_0188.jpg,What is the detected tumor type?,Type of tumor: meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0189.jpg,Te-me_0189.jpg,What is the detected tumor type?,This scan has meningioma type.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0190.jpg,Te-me_0190.jpg,Which tumor type does this image show?,This scan has meningioma type.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0191.jpg,Te-me_0191.jpg,What is the classification of this tumor?,This image displays a meningioma tumor.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0192.jpg,Te-me_0192.jpg,What is the classification of this tumor?,Detected tumor: meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0193.jpg,Te-me_0193.jpg,What is the classification of this tumor?,It is a meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0194.jpg,Te-me_0194.jpg,What does the scan indicate as tumor type?,Meningioma is the tumor type here.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0195.jpg,Te-me_0195.jpg,What specific tumor is present here?,Type of tumor: meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0196.jpg,Te-me_0196.jpg,What does the scan indicate as tumor type?,This image displays a meningioma tumor.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0197.jpg,Te-me_0197.jpg,What tumor subtype is this?,This scan has meningioma type.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0198.jpg,Te-me_0198.jpg,Identify the tumor type in this scan.,It is a meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0199.jpg,Te-me_0199.jpg,What specific tumor is present here?,This image displays a meningioma tumor.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0200.jpg,Te-me_0200.jpg,What is the classification of this tumor?,Type of tumor: meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0201.jpg,Te-me_0201.jpg,What is the detected tumor type?,Type of tumor: meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0202.jpg,Te-me_0202.jpg,Can you tell the type of tumor shown?,The tumor is meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0203.jpg,Te-me_0203.jpg,What specific tumor is present here?,It is a meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0204.jpg,Te-me_0204.jpg,Which tumor type does this image show?,This image displays a meningioma tumor.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0205.jpg,Te-me_0205.jpg,What is the detected tumor type?,It is a meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0206.jpg,Te-me_0206.jpg,Identify the tumor type in this scan.,The tumor is meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0207.jpg,Te-me_0207.jpg,Identify the tumor type in this scan.,Meningioma is the tumor type here.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0208.jpg,Te-me_0208.jpg,Specify the tumor type visible here.,A meningioma is present in this scan.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0209.jpg,Te-me_0209.jpg,Which tumor type does this image show?,Meningioma tumor is shown here.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0210.jpg,Te-me_0210.jpg,What kind of tumor is present in the image?,The tumor is meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0211.jpg,Te-me_0211.jpg,What specific tumor is present here?,Detected tumor: meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0212.jpg,Te-me_0212.jpg,What is the classification of this tumor?,It is a meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0213.jpg,Te-me_0213.jpg,What kind of tumor is present in the image?,Meningioma tumor is shown here.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0214.jpg,Te-me_0214.jpg,Identify the tumor type in this scan.,Meningioma tumor is shown here.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0215.jpg,Te-me_0215.jpg,What specific tumor is present here?,This image displays a meningioma tumor.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0216.jpg,Te-me_0216.jpg,Specify the tumor type visible here.,This image displays a meningioma tumor.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0217.jpg,Te-me_0217.jpg,Can you tell the type of tumor shown?,This scan has meningioma type.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0218.jpg,Te-me_0218.jpg,What is the classification of this tumor?,Meningioma is the tumor type here.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0219.jpg,Te-me_0219.jpg,Specify the tumor type visible here.,This is classified as a meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0220.jpg,Te-me_0220.jpg,What is the classification of this tumor?,Meningioma is the tumor type here.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0221.jpg,Te-me_0221.jpg,What specific tumor is present here?,This scan has meningioma type.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0222.jpg,Te-me_0222.jpg,What kind of tumor is present in the image?,Meningioma is the tumor type here.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0223.jpg,Te-me_0223.jpg,Which tumor type does this image show?,Meningioma is the tumor type here.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0224.jpg,Te-me_0224.jpg,What specific tumor is present here?,A meningioma is present in this scan.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0225.jpg,Te-me_0225.jpg,Identify the tumor type in this scan.,It is a meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0226.jpg,Te-me_0226.jpg,Can you tell the type of tumor shown?,A meningioma is present in this scan.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0227.jpg,Te-me_0227.jpg,What is the detected tumor type?,Detected tumor: meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0228.jpg,Te-me_0228.jpg,What is the classification of this tumor?,Detected tumor: meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0229.jpg,Te-me_0229.jpg,What tumor subtype is this?,Meningioma tumor is shown here.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0230.jpg,Te-me_0230.jpg,What tumor subtype is this?,Meningioma is the tumor type here.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0231.jpg,Te-me_0231.jpg,What kind of tumor is present in the image?,Type of tumor: meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0232.jpg,Te-me_0232.jpg,Can you tell the type of tumor shown?,A meningioma is present in this scan.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0233.jpg,Te-me_0233.jpg,What is the classification of this tumor?,Meningioma is the tumor type here.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0234.jpg,Te-me_0234.jpg,What is the classification of this tumor?,A meningioma is present in this scan.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0235.jpg,Te-me_0235.jpg,What specific tumor is present here?,It is a meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0236.jpg,Te-me_0236.jpg,What tumor subtype is this?,Type of tumor: meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0237.jpg,Te-me_0237.jpg,Identify the tumor type in this scan.,This scan has meningioma type.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0238.jpg,Te-me_0238.jpg,What kind of tumor is present in the image?,A meningioma is present in this scan.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0239.jpg,Te-me_0239.jpg,Specify the tumor type visible here.,A meningioma is present in this scan.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0240.jpg,Te-me_0240.jpg,What tumor subtype is this?,Meningioma tumor is shown here.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0241.jpg,Te-me_0241.jpg,Specify the tumor type visible here.,This scan has meningioma type.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0242.jpg,Te-me_0242.jpg,Which tumor type does this image show?,Type of tumor: meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0243.jpg,Te-me_0243.jpg,What tumor subtype is this?,This scan has meningioma type.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0244.jpg,Te-me_0244.jpg,Can you tell the type of tumor shown?,This image displays a meningioma tumor.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0245.jpg,Te-me_0245.jpg,Which tumor type does this image show?,Type of tumor: meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0246.jpg,Te-me_0246.jpg,What specific tumor is present here?,Meningioma is the tumor type here.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0247.jpg,Te-me_0247.jpg,Which tumor type does this image show?,Detected tumor: meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0248.jpg,Te-me_0248.jpg,What kind of tumor is present in the image?,Type of tumor: meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0249.jpg,Te-me_0249.jpg,What is the classification of this tumor?,This is classified as a meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0250.jpg,Te-me_0250.jpg,What tumor subtype is this?,A meningioma is present in this scan.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0251.jpg,Te-me_0251.jpg,Which tumor type does this image show?,It is a meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0252.jpg,Te-me_0252.jpg,What kind of tumor is present in the image?,Detected tumor: meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0253.jpg,Te-me_0253.jpg,Which tumor type does this image show?,This image displays a meningioma tumor.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0254.jpg,Te-me_0254.jpg,What tumor subtype is this?,This is classified as a meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0255.jpg,Te-me_0255.jpg,What specific tumor is present here?,The tumor is meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0256.jpg,Te-me_0256.jpg,What is the detected tumor type?,A meningioma is present in this scan.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0257.jpg,Te-me_0257.jpg,What tumor subtype is this?,A meningioma is present in this scan.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0258.jpg,Te-me_0258.jpg,What specific tumor is present here?,Detected tumor: meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0259.jpg,Te-me_0259.jpg,What is the detected tumor type?,A meningioma is present in this scan.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0260.jpg,Te-me_0260.jpg,What is the detected tumor type?,This is classified as a meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0261.jpg,Te-me_0261.jpg,What kind of tumor is present in the image?,Meningioma is the tumor type here.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0262.jpg,Te-me_0262.jpg,Which tumor type does this image show?,The tumor is meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0263.jpg,Te-me_0263.jpg,What does the scan indicate as tumor type?,The tumor is meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0264.jpg,Te-me_0264.jpg,Specify the tumor type visible here.,This is classified as a meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0265.jpg,Te-me_0265.jpg,What is the classification of this tumor?,This is classified as a meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0266.jpg,Te-me_0266.jpg,Identify the tumor type in this scan.,Detected tumor: meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0267.jpg,Te-me_0267.jpg,Identify the tumor type in this scan.,Meningioma tumor is shown here.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0268.jpg,Te-me_0268.jpg,Identify the tumor type in this scan.,Detected tumor: meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0269.jpg,Te-me_0269.jpg,What specific tumor is present here?,This is classified as a meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0270.jpg,Te-me_0270.jpg,What does the scan indicate as tumor type?,The tumor is meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0271.jpg,Te-me_0271.jpg,What does the scan indicate as tumor type?,Meningioma is the tumor type here.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0272.jpg,Te-me_0272.jpg,What does the scan indicate as tumor type?,Meningioma is the tumor type here.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0273.jpg,Te-me_0273.jpg,Which tumor type does this image show?,Type of tumor: meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0274.jpg,Te-me_0274.jpg,What is the detected tumor type?,Detected tumor: meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0275.jpg,Te-me_0275.jpg,What specific tumor is present here?,This image displays a meningioma tumor.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0276.jpg,Te-me_0276.jpg,What is the detected tumor type?,This image displays a meningioma tumor.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0277.jpg,Te-me_0277.jpg,Can you tell the type of tumor shown?,A meningioma is present in this scan.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0278.jpg,Te-me_0278.jpg,What is the classification of this tumor?,Meningioma is the tumor type here.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0279.jpg,Te-me_0279.jpg,Identify the tumor type in this scan.,This is classified as a meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0280.jpg,Te-me_0280.jpg,What does the scan indicate as tumor type?,A meningioma is present in this scan.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0281.jpg,Te-me_0281.jpg,What is the detected tumor type?,Type of tumor: meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0282.jpg,Te-me_0282.jpg,Identify the tumor type in this scan.,Type of tumor: meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0283.jpg,Te-me_0283.jpg,What specific tumor is present here?,Meningioma tumor is shown here.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0284.jpg,Te-me_0284.jpg,Specify the tumor type visible here.,A meningioma is present in this scan.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0285.jpg,Te-me_0285.jpg,What specific tumor is present here?,Detected tumor: meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0286.jpg,Te-me_0286.jpg,Identify the tumor type in this scan.,This image displays a meningioma tumor.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0287.jpg,Te-me_0287.jpg,Identify the tumor type in this scan.,The tumor is meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0288.jpg,Te-me_0288.jpg,What kind of tumor is present in the image?,Type of tumor: meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0289.jpg,Te-me_0289.jpg,What is the detected tumor type?,It is a meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0290.jpg,Te-me_0290.jpg,What is the detected tumor type?,Meningioma is the tumor type here.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0291.jpg,Te-me_0291.jpg,Specify the tumor type visible here.,Detected tumor: meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0292.jpg,Te-me_0292.jpg,Can you tell the type of tumor shown?,Type of tumor: meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0293.jpg,Te-me_0293.jpg,What specific tumor is present here?,The tumor is meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0294.jpg,Te-me_0294.jpg,Specify the tumor type visible here.,The tumor is meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0295.jpg,Te-me_0295.jpg,What specific tumor is present here?,This image displays a meningioma tumor.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0296.jpg,Te-me_0296.jpg,What is the classification of this tumor?,This image displays a meningioma tumor.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0297.jpg,Te-me_0297.jpg,What is the detected tumor type?,The tumor is meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0298.jpg,Te-me_0298.jpg,What does the scan indicate as tumor type?,The tumor is meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0299.jpg,Te-me_0299.jpg,Specify the tumor type visible here.,Type of tumor: meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0300.jpg,Te-me_0300.jpg,Identify the tumor type in this scan.,This is classified as a meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0301.jpg,Te-me_0301.jpg,What kind of tumor is present in the image?,Detected tumor: meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0302.jpg,Te-me_0302.jpg,Specify the tumor type visible here.,The tumor is meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0303.jpg,Te-me_0303.jpg,What tumor subtype is this?,It is a meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0304.jpg,Te-me_0304.jpg,Specify the tumor type visible here.,Meningioma tumor is shown here.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0305.jpg,Te-me_0305.jpg,What is the detected tumor type?,Meningioma tumor is shown here.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-meTr_0000.jpg,Te-meTr_0000.jpg,Can you tell the type of tumor shown?,This image displays a meningioma tumor.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-meTr_0001.jpg,Te-meTr_0001.jpg,What specific tumor is present here?,Detected tumor: meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-meTr_0002.jpg,Te-meTr_0002.jpg,What is the detected tumor type?,This scan has meningioma type.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-meTr_0003.jpg,Te-meTr_0003.jpg,What does the scan indicate as tumor type?,The tumor is meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-meTr_0004.jpg,Te-meTr_0004.jpg,What is the detected tumor type?,Type of tumor: meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-meTr_0005.jpg,Te-meTr_0005.jpg,Specify the tumor type visible here.,Detected tumor: meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-meTr_0006.jpg,Te-meTr_0006.jpg,What is the detected tumor type?,Meningioma is the tumor type here.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-meTr_0007.jpg,Te-meTr_0007.jpg,What does the scan indicate as tumor type?,The tumor is meningioma.,tumor_type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-meTr_0008.jpg,Te-meTr_0008.jpg,What kind of tumor is present in the image?,Meningioma tumor is shown here.,tumor_type
